SOA Code,SOA Name,HSCT,AA1998,AA2008,LGD1992NAME,WARD1992(1),WARD1992(2),URBAN_RURAL(2015),Number SAs,SQ Km
95PP17W1,Lisnaskea,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,LISNASKEA,,Rural,7,5.59
95PP18W1,Maguiresbridge,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,MAGUIRESBRIDGE,,Rural,7,88.71
95PP19W1,Newtownbutler,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,NEWTOWNBUTLER,,Rural,7,90.67
95PP20W1,Portora,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,PORTORA,,Urban,8,4.11
95PP21W1,Rosslea,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,ROSSLEA,,Rural,6,95.44
95PP22W1,Rossorry,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,ROSSORRY,,Urban,8,5.77
95PP23W1,Tempo,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,TEMPO,,Rural,6,90.49
95QQ01W1,Antiville,Northern HSCT,EAST ANTRIM,EAST ANTRIM,LARNE,ANTIVILLE,,Urban,6,0.55
95QQ02W1,Ballycarry,Northern HSCT,EAST ANTRIM,EAST ANTRIM,LARNE,BALLYCARRY,,Rural,6,30.43
95QQ03W1,Ballyloran,Northern HSCT,EAST ANTRIM,EAST ANTRIM,LARNE,BALLYLORAN,,Urban,5,0.29
95QQ04W1,Blackcave,Northern HSCT,EAST ANTRIM,EAST ANTRIM,LARNE,BLACKCAVE,,Urban,6,0.86
95QQ05W1,Carncastle,Northern HSCT,EAST ANTRIM,EAST ANTRIM,LARNE,CARNCASTLE,,Mixed urban/rural,8,9.02
95QQ06W1,Carnlough,Northern HSCT,EAST ANTRIM,EAST ANTRIM,LARNE,CARNLOUGH,,Rural,5,58.03
95QQ07W1,Central (Larne LGD),Northern HSCT,EAST ANTRIM,EAST ANTRIM,LARNE,CENTRAL (LARNE),,Urban,7,0.98
95QQ08W1,Craigy Hill,Northern HSCT,EAST ANTRIM,EAST ANTRIM,LARNE,CRAIGY HILL,,Urban,6,0.27
95QQ09W1,Gardenmore,Northern HSCT,EAST ANTRIM,EAST ANTRIM,LARNE,GARDENMORE,,Urban,7,1.21
95QQ10W1,Glenarm,Northern HSCT,EAST ANTRIM,EAST ANTRIM,LARNE,GLENARM,,Rural,5,107.04
95QQ11W1,Glynn,Northern HSCT,EAST ANTRIM,EAST ANTRIM,LARNE,GLYNN,,Mixed urban/rural,5,32.78
95QQ12W1,Harbour,Northern HSCT,EAST ANTRIM,EAST ANTRIM,LARNE,HARBOUR (LARNE),,Urban,6,1.45
95QQ13W1,Island Magee,Northern HSCT,EAST ANTRIM,EAST ANTRIM,LARNE,ISLAND MAGEE,,Rural,6,26.64
95QQ14S1,Kilwaughter 1,Northern HSCT,EAST ANTRIM,EAST ANTRIM,LARNE,KILWAUGHTER,,Urban,5,3.15
95QQ14S2,Kilwaughter 2,Northern HSCT,EAST ANTRIM,EAST ANTRIM,LARNE,KILWAUGHTER,,Mixed urban/rural,5,62.53
95QQ15W1,Town Parks,Northern HSCT,EAST ANTRIM,EAST ANTRIM,LARNE,TOWN PARKS,,Urban,6,0.45
95RR01S1,Aghanloo 1,Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,AGHANLOO,,Urban,2,1.61
95RR01S2,Aghanloo 2,Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,AGHANLOO,,Mixed urban/rural,4,74.45
95RR02W1,Ballykelly,Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,BALLYKELLY,,Rural,4,20.51
95RR03W1,Coolessan,Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,COOLESSAN,,Urban,5,0.8
95RR04W1,Dungiven,Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,DUNGIVEN,,Rural,4,2.28
95RR05S1,Enagh 1 (Limavady LGD),Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,ENAGH (LIMAVADY),,Urban,4,0.41
95RR05S2,Enagh 2 (Limavady LGD),Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,ENAGH (LIMAVADY),,Urban,4,0.33
95RR06W1,Feeny,Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,FEENY,,Rural,5,94.59
95RR07W1,Forest,Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,FOREST,,Mixed urban/rural,6,38.94
95RR08W1,Glack,Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,GLACK,,Rural,5,56.01
95RR09S1,Gresteel 1,Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,GRESTEEL,,Rural,5,16.22
95RR09S2,Gresteel 2,Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,GRESTEEL,,Rural,2,3.4
95RR10W1,Greystone (Limavady LGD),Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,GREYSTONE (LIMAVADY),,Urban,5,0.31
95RR11W1,Magilligan,Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,MAGILLIGAN,,Rural,5,78.34
95RR12W1,Rathbrady,Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,RATHBRADY,,Urban,5,0.78
95RR13W1,Roeside,Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,ROESIDE,,Urban,6,1.32
95RR14W1,The Highlands,Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,THE HIGHLANDS,,Rural,4,57.27
95RR15W1,Upper Glenshane,Western HSCT,EAST LONDONDERRY,EAST LONDONDERRY,LIMAVADY,UPPER GLENSHANE,,Rural,4,137.99
95SS01S1,Ballinderry 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,BALLINDERRY,,Rural,5,39.71
95SS01S2,Ballinderry 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,BALLINDERRY,,Rural,5,17.99
95SS02S1,Ballymacash 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,BALLYMACASH,,Urban,7,0.69
95SS02S2,Ballymacash 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,BALLYMACASH,,Urban,5,1.23
95SS03S1,Ballymacbrennan 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,BALLYMACBRENNAN,,Rural,4,31.32
95SS03S2,Ballymacbrennan 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,BALLYMACBRENNAN,,Rural,5,38.29
95SS04S1,Ballymacoss 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,BALLYMACOSS,,Urban,4,0.48
95SS04S2,Ballymacoss 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,BALLYMACOSS,,Urban,5,0.49
95SS04S3,Ballymacoss 3,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,BALLYMACOSS,,Mixed urban/rural,3,13.03
95SS05S1,Blaris 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,BLARIS,,Urban,6,0.54
95SS05S2,Blaris 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,BLARIS,,Mixed urban/rural,4,8.38
95SS06S1,Collin Glen 1,South Eastern HSCT,BELFAST WEST,BELFAST WEST,LISBURN,COLLIN GLEN,,Mixed urban/rural,3,8.66
95SS06S2,Collin Glen 2,South Eastern HSCT,BELFAST WEST,BELFAST WEST,LISBURN,COLLIN GLEN,,Urban,5,0.4
95SS06S3,Collin Glen 3,South Eastern HSCT,BELFAST WEST,BELFAST WEST,LISBURN,COLLIN GLEN,,Urban,5,0.39
95SS07S1,Derryaghy 1,South Eastern HSCT,LAGAN VALLEY,BELFAST WEST,LISBURN,DERRYAGHY,,Urban,2,2.78
95SS07S2,Derryaghy 2,South Eastern HSCT,LAGAN VALLEY,BELFAST WEST,LISBURN,DERRYAGHY,,Urban,2,0.3
95SS07S3,Derryaghy 3,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,DERRYAGHY,,Mixed urban/rural,7,2.11
95SS08S1,Dromara 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,DROMARA,,Rural,4,10.48
95SS08S2,Dromara 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,DROMARA,,Rural,6,34.71
95SS09S1,Drumbo 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,DRUMBO,,Rural,5,7.98
95SS09S2,Drumbo 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,DRUMBO,,Rural,5,17.39
95SS10S1,Dunmurry 1,South Eastern HSCT,LAGAN VALLEY,BELFAST WEST,LISBURN,DUNMURRY,,Urban,7,0.74
95SS10S2,Dunmurry 2,South Eastern HSCT,LAGAN VALLEY,BELFAST WEST,LISBURN,DUNMURRY,,Urban,5,0.72
95SS11S1,Glenavy 1,South Eastern HSCT,LAGAN VALLEY,SOUTH ANTRIM,LISBURN,GLENAVY,,Rural,5,23.6
95SS11S2,Glenavy 2,South Eastern HSCT,LAGAN VALLEY,SOUTH ANTRIM,LISBURN,GLENAVY,,Rural,6,55.48
95SS12W1,Harmony Hill,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,HARMONY HILL,,Urban,8,0.91
95SS13S1,Hilden 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,HILDEN,,Urban,5,0.74
95SS13S2,Hilden 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,HILDEN,,Urban,5,0.34
95SS14S1,Hillhall 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,HILLHALL,,Urban,5,0.31
95SS14S2,Hillhall 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,HILLHALL,,Mixed urban/rural,4,6.59
95SS15S1,Hillsborough 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,HILLSBOROUGH,,Rural,5,0.77
95SS15S2,Hillsborough 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,HILLSBOROUGH,,Rural,5,29.04
95SS16S1,Kilwee 1,South Eastern HSCT,BELFAST WEST,BELFAST WEST,LISBURN,KILWEE,,Urban,4,0.54
95SS16S2,Kilwee 2,South Eastern HSCT,BELFAST WEST,BELFAST WEST,LISBURN,KILWEE,,Urban,5,0.46
95SS17S1,Knockmore 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,KNOCKMORE,,Urban,6,3.94
95SS17S2,Knockmore 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,KNOCKMORE,,Urban,5,0.36
95SS18S1,Lagan Valley 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,LAGAN VALLEY,,Urban,5,0.36
95SS18S2,Lagan Valley 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,LAGAN VALLEY,,Urban,4,0.7
95SS19S1,Lambeg 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,LAMBEG,,Mixed urban/rural,3,2.6
95SS19S2,Lambeg 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,LAMBEG,,Mixed urban/rural,5,1.6
95SS20W1,Lisnagarvey,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,LISNAGARVY,,Urban,9,0.7
95SS21S1,Maghaberry 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,MAGHABERRY,,Rural,5,7.03
95SS21S2,Maghaberry 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,MAGHABERRY,,Rural,5,31.99
95SS22S1,Magheralave 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,MAGHERALAVE,,Urban,5,0.31
95SS22S2,Magheralave 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,MAGHERALAVE,,Urban,5,1.39
95SS23S1,Maze 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,MAZE,,Rural,6,7.92
95SS23S2,Maze 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,MAZE,,Rural,5,7.75
95SS24S1,Moira 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,MOIRA,,Rural,4,16.6
95SS24S2,Moira 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,MOIRA,,Rural,5,0.72
95SS25W1,Old Warren,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,OLD WARREN,,Urban,7,0.75
95SS26S1,Poleglass 1,South Eastern HSCT,BELFAST WEST,BELFAST WEST,LISBURN,POLEGLASS,,Urban,4,0.4
95SS26S2,Poleglass 2,South Eastern HSCT,BELFAST WEST,BELFAST WEST,LISBURN,POLEGLASS,,Urban,3,0.35
95SS27W1,Seymour Hill,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,SEYMOUR HILL,,Urban,9,0.93
95SS28W1,Tonagh,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,TONAGH,,Urban,8,0.5
95SS29S1,Twinbrook 1,South Eastern HSCT,BELFAST WEST,BELFAST WEST,LISBURN,TWINBROOK,,Urban,3,0.38
95SS29S2,Twinbrook 2,South Eastern HSCT,BELFAST WEST,BELFAST WEST,LISBURN,TWINBROOK,,Urban,4,0.23
95SS30S1,Wallace Park 1,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,WALLACE PARK,,Urban,2,0.53
95SS30S2,Wallace Park 2,South Eastern HSCT,LAGAN VALLEY,LAGAN VALLEY,LISBURN,WALLACE PARK,,Urban,4,1.22
95TT01W1,Ballymaguigan,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,BALLYMAGUIGAN,,Rural,5,40.92
95TT02W1,Bellaghy,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,BELLAGHY,,Rural,6,28.18
95TT03S1,Castledawson 1,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,CASTLEDAWSON,,Rural,5,1.75
95TT03S2,Castledawson 2,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,CASTLEDAWSON,,Rural,4,12.97
95TT04W1,Draperstown,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,DRAPERSTOWN,,Rural,3,52.76
95TT05S1,Glebe 1 (Magherafelt LGD),Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,GLEBE (MAGHERAFELT),,Urban,4,1
95TT05S2,Glebe 2 (Magherafelt LGD),Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,GLEBE (MAGHERAFELT),,Urban,3,0.9
95TT06W1,Gulladuff,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,GULLADUFF,,Rural,6,36.36
95TT07W1,Knockcloghrim,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,KNOCKCLOGHRIM,,Mixed urban/rural,6,41.32
95TT08W1,Lecumpher,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,LECUMPHER,,Rural,6,66.2
95TT09S1,Lower Glenshane 1,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,LOWER GLENSHANE,,Rural,3,57.49
95TT09S2,Lower Glenshane 2,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,LOWER GLENSHANE,,Rural,3,24.41
95TT10W1,Maghera,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,MAGHERA,,Rural,6,1.9
95TT11S1,Swatragh 1,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,SWATRAGH,,Rural,3,24.27
95TT11S2,Swatragh 2,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,SWATRAGH,,Rural,3,44.73
95TT12W1,Tobermore,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,TOBERMORE,,Rural,5,60.7
95TT13S1,Town Parks East 1,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,TOWN PARKS EAST,,Urban,4,0.72
95TT13S2,Town Parks East 2,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,TOWN PARKS EAST,,Urban,4,0.45
95TT14W1,Town Parks West,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,TOWN PARKS WEST,,Urban,6,1.63
95TT15W1,Upperlands,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,UPPERLANDS,,Rural,6,37.41
95TT16W1,Valley,Northern HSCT,MID ULSTER,MID ULSTER,MAGHERAFELT,VALLEY (MAGHERAFELT),,Rural,6,36.71
95UU06W1,Dalriada,Northern HSCT,NORTH ANTRIM,NORTH ANTRIM,MOYLE,DALRIADA,,Urban,4,0.83
95UU09W1,Glenariff,Northern HSCT,NORTH ANTRIM,EAST ANTRIM,MOYLE,GLENARIFF,,Rural,3,53.02
95UU14W1,Knocklayd,Northern HSCT,NORTH ANTRIM,NORTH ANTRIM,MOYLE,KNOCKLAYD,,Urban,5,1.66
95UU99C1,Armoy and Moss-Side and Moyarget,Northern HSCT,NORTH ANTRIM,NORTH ANTRIM,MOYLE,ARMOY,MOSS-SIDE AND MOYARGET,Rural,4,67.8
95UU99C2,Ballylough and Bushmills,Northern HSCT,NORTH ANTRIM,NORTH ANTRIM,MOYLE,BALLYLOUGH,BUSHMILLS,Rural,6,21.05
95UU99C3,Bonamargy and Rathlin and Glenshesk,Northern HSCT,NORTH ANTRIM,NORTH ANTRIM,MOYLE,BONAMARGY AND RATHLIN,GLENSHESK,Mixed urban/rural,4,123
95UU99C4,Carnmoon and Dunseverick,Northern HSCT,NORTH ANTRIM,NORTH ANTRIM,MOYLE,CARNMOON,DUNSEVERICK,Rural,5,68.29
95UU99C5,Glenaan and Glendun,Northern HSCT,NORTH ANTRIM,EAST ANTRIM,MOYLE,GLENAAN,GLENDUN,Rural,6,105.15
95UU99C6,Glentaisie and Kinbane,Northern HSCT,NORTH ANTRIM,NORTH ANTRIM,MOYLE,GLENTAISIE,KINBANE,Mixed urban/rural,6,38.96
95VV01S1,Annalong 1,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,ANNALONG,,Rural,4,36.56
95VV01S2,Annalong 2,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,ANNALONG,,Rural,5,2.08
95VV02W1,Ballybot,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,BALLYBOT,,Urban,7,1.39
95VV03W1,Bessbrook,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,BESSBROOK,,Rural,7,6.19
95VV04W1,Binnian,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,BINNIAN,,Rural,7,65.62
95VV05S1,Burren and Kilbroney 1,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,BURREN AND KILBRONEY,,Mixed urban/rural,4,31.73
95VV05S2,Burren and Kilbroney 2,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,BURREN AND KILBRONEY,,Mixed urban/rural,4,15.09
95VV06W1,Camlough,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,CAMLOUGH,,Rural,7,38.48
95VV07S1,Clonallan 1,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,CLONALLAN,,Urban,6,1.31
95VV07S2,Clonallan 2,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,CLONALLAN,,Urban,3,1.29
95VV08W1,Creggan,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,CREGGAN,,Rural,7,59.94
95VV09W1,Crossmaglen,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,CROSSMAGLEN,,Rural,6,18.34
95VV10S1,Daisy Hill 1,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,DAISY HILL,,Urban,4,0.67
95VV10S2,Daisy Hill 2,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,DAISY HILL,,Urban,5,0.86
95VV11S1,Derryleckagh 1,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,DERRYLECKAGH,,Mixed urban/rural,5,7.46
95VV11S2,Derryleckagh 2,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,DERRYLECKAGH,,Mixed urban/rural,5,7.39
95VV12S1,Derrymore 1,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,DERRYMORE,,Mixed urban/rural,4,6.19
95VV12S2,Derrymore 2,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,DERRYMORE,,Urban,4,1.12
95VV13S1,Donaghmore 1,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,DONAGHMORE (NEWRY AND MOURNE),,Rural,4,38.69
95VV13S2,Donaghmore 2,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,DONAGHMORE (NEWRY AND MOURNE),,Rural,3,27.03
95VV14S1,Drumalane 1,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,DRUMALANE,,Urban,4,1.14
95VV14S2,Drumalane 2,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,DRUMALANE,,Urban,4,0.91
95VV15S1,Drumgullion 1,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,DRUMGULLION,,Urban,4,0.37
95VV15S2,Drumgullion 2,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,DRUMGULLION,,Urban,4,1.13
95VV16W1,Fathom,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,FATHOM,,Mixed urban/rural,7,26.38
95VV17S1,Forkhill 1,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,FORKHILL,,Rural,4,21.18
95VV17S2,Forkhill 2,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,FORKHILL,,Rural,4,22.44
95VV18S1,Kilkeel Central 1,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,KILKEEL CENTRAL,,Urban,5,2.14
95VV18S2,Kilkeel Central 2,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,KILKEEL CENTRAL,,Mixed urban/rural,5,4.11
95VV19S1,Kilkeel South 1,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,KILKEEL SOUTH,,Urban,4,2.47
95VV19S2,Kilkeel South 2,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,KILKEEL SOUTH,,Urban,4,2.02
95VV20W1,Lisnacree,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,LISNACREE,,Rural,6,79.44
95VV21S1,Mayobridge 1,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,MAYOBRIDGE,,Rural,3,20.35
95VV21S2,Mayobridge 2,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,MAYOBRIDGE,,Rural,2,34.56
95VV22W1,Newtownhamilton,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,NEWTOWNHAMILTON,,Rural,6,77.34
95VV23W1,Rostrevor,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,ROSTREVOR,,Rural,7,32.22
95VV24S1,Seaview 1,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,SEAVIEW,,Urban,4,0.91
95VV24S2,Seaview 2,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,SEAVIEW,,Urban,4,0.36
95VV25S1,Silver Bridge 1,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,SILVER BRIDGE,,Rural,4,24.94
95VV25S2,Silver Bridge 2,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,SILVER BRIDGE,,Rural,4,31.89
95VV26W1,Spelga,Southern HSCT,SOUTH DOWN,SOUTH DOWN,NEWRY & MOURNE,SPELGA,,Rural,6,78.68
95VV27W1,St Mary's,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,ST MARYS,,Urban,6,1.99
95VV28S1,St Patrick's 1,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,ST PATRICKS,,Urban,3,0.6
95VV28S2,St Patrick's 2,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,ST PATRICKS,,Urban,2,1.07
95VV29W1,Tullyhappy,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,TULLYHAPPY,,Rural,7,64.82
95VV30S1,Windsor Hill 1,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,WINDSOR HILL,,Urban,3,0.82
95VV30S2,Windsor Hill 2,Southern HSCT,NEWRY AND ARMAGH,NEWRY AND ARMAGH,NEWRY & MOURNE,WINDSOR HILL,,Urban,3,0.74
95WW01S1,Abbey 1,Northern HSCT,BELFAST NORTH,BELFAST NORTH,NEWTOWNABBEY,ABBEY,,Urban,4,1.47
95WW01S2,Abbey 2,Northern HSCT,BELFAST NORTH,BELFAST NORTH,NEWTOWNABBEY,ABBEY,,Urban,5,0.46
95WW02S1,Ballyclare North 1,Northern HSCT,SOUTH ANTRIM,SOUTH ANTRIM,NEWTOWNABBEY,BALLYCLARE NORTH,,Urban,4,1.2
95WW02S2,Ballyclare North 2,Northern HSCT,SOUTH ANTRIM,SOUTH ANTRIM,NEWTOWNABBEY,BALLYCLARE NORTH,,Urban,5,0.61
95WW03S1,Ballyclare South 1,Northern HSCT,SOUTH ANTRIM,SOUTH ANTRIM,NEWTOWNABBEY,BALLYCLARE SOUTH,,Urban,6,0.72
95WW03S2,Ballyclare South 2,Northern HSCT,SOUTH ANTRIM,SOUTH ANTRIM,NEWTOWNABBEY,BALLYCLARE SOUTH,,Urban,3,1.07
95WW04S1,Ballyduff 1,Northern HSCT,SOUTH ANTRIM,SOUTH ANTRIM,NEWTOWNABBEY,BALLYDUFF,,Urban,5,0.3
