Area of Usual Residence,Area of Workplace,Females
S02001583,S02002500,1
S02001583,S02002503,1
S02001583,S02002512,1
S02001584,England,1
S02001584,OD0000001,85
S02001584,OD0000003,57
S02001584,S02001537,1
S02001584,S02001542,1
S02001584,S02001576,2
S02001584,S02001577,7
S02001584,S02001579,5
S02001584,S02001581,1
S02001584,S02001582,5
S02001584,S02001583,21
S02001584,S02001584,35
S02001584,S02001585,5
S02001584,S02001586,18
S02001584,S02001587,10
S02001584,S02001588,7
S02001584,S02001589,19
S02001584,S02001590,3
S02001584,S02001591,10
S02001584,S02001592,5
S02001584,S02001593,5
S02001584,S02001594,1
S02001584,S02001596,7
S02001584,S02001598,4
S02001584,S02001599,3
S02001584,S02001600,1
S02001584,S02001602,1
S02001584,S02001603,2
S02001584,S02001604,1
S02001584,S02001605,1
S02001584,S02001606,1
S02001584,S02001607,1
S02001584,S02001608,1
S02001584,S02001609,1
S02001584,S02001610,1
S02001584,S02001611,3
S02001584,S02001612,4
S02001584,S02001613,3
S02001584,S02001615,10
S02001584,S02001616,8
S02001584,S02001617,8
S02001584,S02001618,2
S02001584,S02001619,4
S02001584,S02001620,14
S02001584,S02001621,2
S02001584,S02001622,26
S02001584,S02001623,7
S02001584,S02001625,1
S02001584,S02001627,9
S02001584,S02001630,1
S02001584,S02001631,2
S02001584,S02001637,1
S02001584,S02001640,4
S02001584,S02001641,1
S02001584,S02001642,3
S02001584,S02001643,3
S02001584,S02001645,2
S02001584,S02001646,1
S02001584,S02001647,1
S02001584,S02001649,1
S02001584,S02001650,1
S02001584,S02001651,3
S02001584,S02001652,2
S02001584,S02001653,3
S02001584,S02001655,2
S02001584,S02001656,10
S02001584,S02001657,3
S02001584,S02001658,1
S02001584,S02001660,20
S02001584,S02001661,4
S02001584,S02001662,2
S02001584,S02001663,9
S02001584,S02001664,1
S02001584,S02001665,3
S02001584,S02001666,1
S02001584,S02001667,1
S02001584,S02001668,3
S02001584,S02001670,7
S02001584,S02001671,2
S02001584,S02001672,3
S02001584,S02001673,1
S02001584,S02001675,1
S02001584,S02001676,1
S02001584,S02001677,6
S02001584,S02001678,1
S02001584,S02001679,7
S02001584,S02001681,1
S02001584,S02001682,65
S02001584,S02001683,7
S02001584,S02001684,1
S02001584,S02001685,1
S02001584,S02001726,1
S02001584,S02001932,2
S02001584,S02002052,2
S02001584,S02002058,2
S02001584,S02002063,2
S02001584,S02002072,1
S02001584,S02002425,1
S02001584,S02002447,1
S02001584,S02002481,3
S02001584,S02002488,1
S02001584,S02002492,2
S02001584,S02002496,1
S02001584,S02002498,1
S02001584,S02002508,1
S02001584,S02002510,1
S02001585,OD0000001,65
S02001585,OD0000003,50
S02001585,S02001534,1
S02001585,S02001535,1
S02001585,S02001537,1
S02001585,S02001542,1
S02001585,S02001547,1
S02001585,S02001552,1
S02001585,S02001576,1
S02001585,S02001577,12
S02001585,S02001578,2
S02001585,S02001579,2
S02001585,S02001580,3
S02001585,S02001581,5
S02001585,S02001582,2
S02001585,S02001583,19
S02001585,S02001584,14
S02001585,S02001585,17
S02001585,S02001586,47
S02001585,S02001587,13
S02001585,S02001588,5
S02001585,S02001589,15
S02001585,S02001590,11
S02001585,S02001591,5
S02001585,S02001592,3
S02001585,S02001593,5
S02001585,S02001594,2
S02001585,S02001596,1
S02001585,S02001599,1
S02001585,S02001601,1
S02001585,S02001602,1
S02001585,S02001604,1
S02001585,S02001607,1
S02001585,S02001609,4
S02001585,S02001611,3
S02001585,S02001612,1
S02001585,S02001613,5
S02001585,S02001614,1
S02001585,S02001615,7
S02001585,S02001616,12
S02001585,S02001617,4
S02001585,S02001618,1
S02001585,S02001619,10
S02001585,S02001620,37
S02001585,S02001621,6
S02001585,S02001622,41
S02001585,S02001623,4
S02001585,S02001626,2
S02001585,S02001627,13
S02001585,S02001629,3
S02001585,S02001630,1
S02001585,S02001632,1
S02001585,S02001634,1
S02001585,S02001636,1
S02001585,S02001640,4
S02001585,S02001642,2
S02001585,S02001643,4
S02001585,S02001644,1
S02001585,S02001646,3
S02001585,S02001647,5
S02001585,S02001648,1
S02001585,S02001649,3
S02001585,S02001650,1
S02001585,S02001651,1
S02001585,S02001653,1
S02001585,S02001654,3
S02001585,S02001655,2
S02001585,S02001656,8
S02001585,S02001657,1
S02001585,S02001658,10
S02001585,S02001659,5
S02001585,S02001660,22
S02001585,S02001661,4
S02001585,S02001662,9
S02001585,S02001663,11
S02001585,S02001664,4
S02001585,S02001665,1
S02001585,S02001666,1
S02001585,S02001667,1
S02001585,S02001670,9
S02001585,S02001671,1
S02001585,S02001672,1
S02001585,S02001673,2
S02001585,S02001675,2
S02001585,S02001676,2
S02001585,S02001677,1
S02001585,S02001679,13
S02001585,S02001680,2
S02001585,S02001681,8
S02001585,S02001682,102
S02001585,S02001683,16
S02001585,S02001684,1
S02001585,S02001685,2
S02001585,S02001704,1
S02001585,S02001736,1
S02001585,S02001743,1
S02001585,S02001757,1
S02001585,S02001793,2
S02001585,S02001932,1
S02001585,S02001933,1
S02001585,S02002052,1
S02001585,S02002056,1
S02001585,S02002058,2
S02001585,S02002063,1
S02001585,S02002066,1
S02001585,S02002225,1
S02001585,S02002481,4
S02001585,S02002488,3
S02001585,S02002492,1
S02001585,S02002507,2
S02001585,S02002514,2
S02001586,OD0000001,92
S02001586,OD0000003,47
S02001586,S02001534,2
S02001586,S02001537,1
S02001586,S02001539,1
S02001586,S02001543,4
S02001586,S02001544,2
S02001586,S02001550,1
S02001586,S02001553,1
S02001586,S02001576,2
S02001586,S02001577,11
S02001586,S02001579,1
S02001586,S02001580,2
S02001586,S02001581,2
S02001586,S02001582,1
S02001586,S02001583,9
S02001586,S02001584,10
S02001586,S02001585,5
S02001586,S02001586,50
S02001586,S02001587,9
S02001586,S02001588,4
S02001586,S02001589,5
S02001586,S02001590,11
S02001586,S02001591,4
S02001586,S02001592,1
S02001586,S02001593,7
S02001586,S02001594,3
S02001586,S02001595,2
S02001586,S02001598,2
S02001586,S02001599,2
S02001586,S02001601,3
S02001586,S02001602,2
S02001586,S02001603,1
S02001586,S02001604,1
S02001586,S02001606,4
S02001586,S02001607,1
S02001586,S02001608,1
S02001586,S02001609,1
S02001586,S02001612,2
S02001586,S02001613,1
S02001586,S02001615,5
S02001586,S02001616,5
S02001586,S02001617,1
S02001586,S02001619,6
S02001586,S02001620,24
S02001586,S02001621,3
S02001586,S02001622,38
S02001586,S02001623,5
S02001586,S02001624,3
S02001586,S02001626,1
S02001586,S02001627,14
S02001586,S02001630,5
S02001586,S02001633,3
S02001586,S02001640,4
S02001586,S02001643,6
S02001586,S02001644,4
S02001586,S02001645,2
S02001586,S02001646,2
S02001586,S02001647,4
S02001586,S02001649,2
S02001586,S02001651,1
S02001586,S02001652,4
S02001586,S02001653,2
S02001586,S02001654,1
S02001586,S02001655,4
S02001586,S02001656,7
S02001586,S02001657,2
S02001586,S02001658,1
S02001586,S02001659,4
S02001586,S02001660,20
S02001586,S02001661,3
S02001586,S02001662,2
S02001586,S02001663,20
S02001586,S02001664,4
S02001586,S02001665,1
S02001586,S02001666,3
S02001586,S02001670,7
S02001586,S02001671,1
S02001586,S02001673,2
S02001586,S02001675,1
S02001586,S02001676,1
S02001586,S02001679,8
S02001586,S02001680,1
S02001586,S02001681,15
S02001586,S02001682,78
S02001586,S02001683,18
S02001586,S02001684,3
S02001586,S02001685,1
S02001586,S02001717,1
S02001586,S02001724,1
S02001586,S02001745,1
S02001586,S02001753,1
S02001586,S02001757,2
S02001586,S02001758,1
S02001586,S02001762,1
S02001586,S02001793,1
S02001586,S02001891,1
S02001586,S02002051,2
S02001586,S02002056,1
S02001586,S02002058,3
S02001586,S02002356,1
S02001586,S02002430,1
S02001586,S02002481,2
S02001586,S02002483,2
S02001586,S02002488,2
S02001586,S02002489,3
S02001586,S02002491,1
S02001586,S02002492,1
S02001586,S02002502,1
S02001586,S02002512,1
S02001586,S02002514,2
S02001587,England,2
S02001587,OD0000001,95
S02001587,OD0000002,1
S02001587,OD0000003,89
S02001587,S02001427,1
S02001587,S02001446,1
S02001587,S02001534,2
S02001587,S02001537,1
S02001587,S02001548,1
S02001587,S02001552,1
S02001587,S02001553,1
S02001587,S02001576,3
S02001587,S02001577,30
S02001587,S02001578,5
S02001587,S02001580,4
S02001587,S02001581,5
S02001587,S02001582,1
S02001587,S02001583,8
S02001587,S02001584,7
S02001587,S02001585,2
S02001587,S02001586,34
S02001587,S02001587,30
S02001587,S02001588,10
S02001587,S02001589,28
S02001587,S02001590,26
S02001587,S02001591,18
S02001587,S02001592,2
S02001587,S02001593,12
S02001587,S02001594,1
S02001587,S02001596,2
S02001587,S02001598,1
S02001587,S02001599,1
S02001587,S02001601,1
S02001587,S02001602,5
S02001587,S02001603,1
S02001587,S02001606,3
S02001587,S02001609,6
S02001587,S02001610,3
S02001587,S02001611,9
S02001587,S02001612,8
S02001587,S02001613,5
S02001587,S02001615,8
S02001587,S02001616,16
S02001587,S02001617,2
S02001587,S02001618,2
S02001587,S02001619,22
S02001587,S02001620,56
S02001587,S02001621,5
S02001587,S02001622,84
S02001587,S02001623,9
S02001587,S02001624,2
S02001587,S02001626,4
S02001587,S02001627,26
S02001587,S02001628,1
S02001587,S02001630,14
S02001587,S02001631,4
S02001587,S02001632,2
S02001587,S02001637,1
S02001587,S02001638,3
S02001587,S02001640,8
S02001587,S02001642,3
S02001587,S02001643,2
S02001587,S02001644,3
S02001587,S02001645,2
S02001587,S02001647,5
S02001587,S02001648,2
S02001587,S02001649,6
S02001587,S02001650,2
S02001587,S02001651,1
S02001587,S02001652,4
S02001587,S02001653,4
S02001587,S02001654,5
S02001587,S02001655,4
S02001587,S02001656,17
S02001587,S02001657,5
S02001587,S02001658,6
S02001587,S02001659,9
S02001587,S02001660,74
S02001587,S02001661,10
S02001587,S02001662,12
S02001587,S02001663,31
S02001587,S02001665,1
S02001587,S02001667,4
S02001587,S02001668,1
S02001587,S02001669,3
S02001587,S02001670,11
S02001587,S02001671,2
S02001587,S02001672,1
S02001587,S02001674,1
S02001587,S02001675,1
S02001587,S02001676,4
S02001587,S02001678,2
S02001587,S02001679,30
S02001587,S02001680,3
S02001587,S02001681,11
S02001587,S02001682,125
S02001587,S02001683,31
S02001587,S02001684,6
S02001587,S02001685,2
S02001587,S02001686,1
S02001587,S02001710,1
S02001587,S02001719,1
S02001587,S02001733,1
S02001587,S02001737,1
S02001587,S02001757,3
S02001587,S02001793,1
S02001587,S02001804,1
S02001587,S02001924,1
S02001587,S02001932,1
S02001587,S02001933,3
S02001587,S02001934,4
S02001587,S02002053,1
S02001587,S02002057,2
S02001587,S02002058,3
S02001587,S02002063,2
S02001587,S02002065,1
S02001587,S02002068,1
S02001587,S02002072,1
S02001587,S02002178,1
S02001587,S02002198,2
S02001587,S02002240,1
S02001587,S02002427,2
S02001587,S02002481,4
S02001587,S02002482,1
S02001587,S02002483,1
S02001587,S02002484,1
S02001587,S02002486,1
S02001587,S02002488,8
S02001587,S02002492,4
S02001587,S02002493,1
S02001587,S02002495,1
S02001587,S02002497,1
S02001587,S02002503,1
S02001587,S02002507,3
S02001587,S02002511,1
S02001587,S02002512,1
S02001587,S02002514,1
S02001588,England,2
S02001588,OD0000001,67
S02001588,OD0000003,53
S02001588,S02001534,3
S02001588,S02001535,4
S02001588,S02001538,1
S02001588,S02001543,2
S02001588,S02001547,1
S02001588,S02001576,3
S02001588,S02001577,18
S02001588,S02001578,1
S02001588,S02001579,4
S02001588,S02001581,5
S02001588,S02001582,6
S02001588,S02001583,11
S02001588,S02001584,15
S02001588,S02001585,4
S02001588,S02001586,30
S02001588,S02001587,21
S02001588,S02001588,25
S02001588,S02001589,13
S02001588,S02001590,17
S02001588,S02001591,12
S02001588,S02001592,2
S02001588,S02001593,14
S02001588,S02001594,4
S02001588,S02001595,1
S02001588,S02001596,6
S02001588,S02001598,1
S02001588,S02001599,1
S02001588,S02001600,1
S02001588,S02001601,2
S02001588,S02001604,2
S02001588,S02001605,1
S02001588,S02001609,5
S02001588,S02001610,1
S02001588,S02001611,9
S02001588,S02001612,3
S02001588,S02001613,9
S02001588,S02001614,1
S02001588,S02001615,9
S02001588,S02001616,10
S02001588,S02001619,10
S02001588,S02001620,47
S02001588,S02001621,4
S02001588,S02001622,48
S02001588,S02001623,6
S02001588,S02001625,1
S02001588,S02001626,1
S02001588,S02001627,20
S02001588,S02001629,2
S02001588,S02001630,1
S02001588,S02001631,3
S02001588,S02001632,2
S02001588,S02001634,1
S02001588,S02001639,1
S02001588,S02001640,9
S02001588,S02001641,4
S02001588,S02001642,2
S02001588,S02001643,4
S02001588,S02001646,2
S02001588,S02001647,3
S02001588,S02001648,1
S02001588,S02001650,1
S02001588,S02001651,1
S02001588,S02001652,2
S02001588,S02001653,4
S02001588,S02001654,1
S02001588,S02001655,2
S02001588,S02001656,14
S02001588,S02001657,7
S02001588,S02001658,12
S02001588,S02001659,3
S02001588,S02001660,38
S02001588,S02001661,2
S02001588,S02001662,1
S02001588,S02001663,15
S02001588,S02001664,2
S02001588,S02001665,3
S02001588,S02001666,1
S02001588,S02001667,2
S02001588,S02001668,1
S02001588,S02001669,2
S02001588,S02001670,5
S02001588,S02001671,4
S02001588,S02001672,1
S02001588,S02001679,17
S02001588,S02001681,4
S02001588,S02001682,85
S02001588,S02001683,16
S02001588,S02001684,4
S02001588,S02001685,1
S02001588,S02001716,3
S02001588,S02001727,1
S02001588,S02001731,1
S02001588,S02001756,1
S02001588,S02001757,1
S02001588,S02001793,1
S02001588,S02001804,1
S02001588,S02001822,1
S02001588,S02001891,1
S02001588,S02002054,2
S02001588,S02002056,4
S02001588,S02002058,3
S02001588,S02002061,1
S02001588,S02002066,1
S02001588,S02002068,1
S02001588,S02002198,1
S02001588,S02002299,1
S02001588,S02002479,1
S02001588,S02002481,9
S02001588,S02002483,2
S02001588,S02002486,2
S02001588,S02002487,1
S02001588,S02002488,1
S02001588,S02002490,2
S02001588,S02002492,1
S02001588,S02002502,1
S02001588,S02002504,3
S02001588,S02002509,1
S02001588,S02002512,1
S02001589,England,3
S02001589,OD0000001,113
S02001589,OD0000003,51
S02001589,OD0000004,2
S02001589,S02001446,1
S02001589,S02001534,2
S02001589,S02001535,1
S02001589,S02001538,1
S02001589,S02001541,1
S02001589,S02001549,1
S02001589,S02001576,4
S02001589,S02001577,35
S02001589,S02001578,1
S02001589,S02001579,1
S02001589,S02001580,4
S02001589,S02001581,7
S02001589,S02001583,7
S02001589,S02001584,4
S02001589,S02001585,2
S02001589,S02001586,36
S02001589,S02001587,19
S02001589,S02001588,4
S02001589,S02001589,33
S02001589,S02001590,13
S02001589,S02001591,17
S02001589,S02001592,9
S02001589,S02001593,26
S02001589,S02001594,3
S02001589,S02001596,1
S02001589,S02001601,3
S02001589,S02001602,6
S02001589,S02001604,2
S02001589,S02001606,3
S02001589,S02001607,1
S02001589,S02001609,3
S02001589,S02001610,2
S02001589,S02001611,7
S02001589,S02001612,7
S02001589,S02001613,5
S02001589,S02001614,1
S02001589,S02001615,17
S02001589,S02001616,27
S02001589,S02001617,5
S02001589,S02001619,17
S02001589,S02001620,93
S02001589,S02001621,20
S02001589,S02001622,104
S02001589,S02001623,12
S02001589,S02001625,4
S02001589,S02001626,5
S02001589,S02001627,26
S02001589,S02001628,3
S02001589,S02001630,3
S02001589,S02001631,2
S02001589,S02001632,1
S02001589,S02001633,2
S02001589,S02001635,1
S02001589,S02001637,2
S02001589,S02001638,1
S02001589,S02001640,6
S02001589,S02001641,3
S02001589,S02001642,9
S02001589,S02001643,3
S02001589,S02001644,3
S02001589,S02001645,2
S02001589,S02001646,2
S02001589,S02001647,12
S02001589,S02001648,3
S02001589,S02001649,8
S02001589,S02001650,2
S02001589,S02001651,1
S02001589,S02001652,3
S02001589,S02001653,3
S02001589,S02001654,8
S02001589,S02001655,9
S02001589,S02001656,10
S02001589,S02001657,6
S02001589,S02001658,8
S02001589,S02001659,4
S02001589,S02001660,60
S02001589,S02001661,8
S02001589,S02001662,5
S02001589,S02001663,35
S02001589,S02001664,2
S02001589,S02001667,1
S02001589,S02001668,1
S02001589,S02001669,3
S02001589,S02001670,12
S02001589,S02001671,2
S02001589,S02001672,1
S02001589,S02001677,2
S02001589,S02001678,1
S02001589,S02001679,14
S02001589,S02001680,1
S02001589,S02001681,3
S02001589,S02001682,90
S02001589,S02001683,29
S02001589,S02001684,4
S02001589,S02001685,1
S02001589,S02001715,1
S02001589,S02001716,1
S02001589,S02001737,1
S02001589,S02001750,1
S02001589,S02001757,1
S02001589,S02001760,1
S02001589,S02001771,2
S02001589,S02001793,2
S02001589,S02001803,1
S02001589,S02001811,1
S02001589,S02001850,1
S02001589,S02001927,1
S02001589,S02001933,1
S02001589,S02001934,2
S02001589,S02001936,1
S02001589,S02001988,1
S02001589,S02002051,1
S02001589,S02002052,1
S02001589,S02002055,1
S02001589,S02002056,5
S02001589,S02002057,2
S02001589,S02002058,1
S02001589,S02002059,4
S02001589,S02002062,1
S02001589,S02002064,2
S02001589,S02002065,2
S02001589,S02002068,2
S02001589,S02002070,1
S02001589,S02002160,1
S02001589,S02002292,1
S02001589,S02002299,1
S02001589,S02002301,1
S02001589,S02002317,1
S02001589,S02002321,2
S02001589,S02002358,1
S02001589,S02002365,1
S02001589,S02002426,2
S02001589,S02002448,2
S02001589,S02002453,3
S02001589,S02002481,9
S02001589,S02002482,1
S02001589,S02002483,4
S02001589,S02002485,1
S02001589,S02002486,1
S02001589,S02002487,1
S02001589,S02002488,1
S02001589,S02002489,1
S02001589,S02002490,1
S02001589,S02002492,2
S02001589,S02002494,1
S02001589,S02002496,1
S02001589,S02002498,1
S02001589,S02002500,2
S02001589,S02002502,1
S02001589,S02002507,1
S02001589,S02002512,2
S02001589,S02002514,1
S02001590,England,2
S02001590,OD0000001,98
S02001590,OD0000002,1
S02001590,OD0000003,62
S02001590,OD0000004,1
S02001590,S02001446,2
S02001590,S02001475,2
S02001590,S02001534,4
S02001590,S02001535,3
S02001590,S02001544,4
S02001590,S02001546,1
S02001590,S02001549,1
S02001590,S02001552,1
S02001590,S02001554,1
S02001590,S02001576,7
S02001590,S02001577,31
S02001590,S02001579,4
S02001590,S02001580,4
S02001590,S02001581,5
S02001590,S02001582,1
S02001590,S02001583,9
S02001590,S02001584,4
S02001590,S02001585,1
S02001590,S02001586,34
S02001590,S02001587,8
S02001590,S02001588,3
S02001590,S02001589,14
S02001590,S02001590,24
S02001590,S02001591,10
S02001590,S02001592,4
S02001590,S02001593,16
S02001590,S02001594,2
S02001590,S02001596,1
S02001590,S02001598,3
S02001590,S02001599,2
S02001590,S02001602,4
