Area of Usual Residence,Area of Workplace,Males
S02001332,S02001239,2
S02001332,S02001240,1
S02001332,S02001242,1
S02001332,S02001243,3
S02001332,S02001244,1
S02001332,S02001245,10
S02001332,S02001247,3
S02001332,S02001248,1
S02001332,S02001249,16
S02001332,S02001250,11
S02001332,S02001252,1
S02001332,S02001254,4
S02001332,S02001256,29
S02001332,S02001257,1
S02001332,S02001259,3
S02001332,S02001260,2
S02001332,S02001261,10
S02001332,S02001262,1
S02001332,S02001263,2
S02001332,S02001264,4
S02001332,S02001265,2
S02001332,S02001269,1
S02001332,S02001270,2
S02001332,S02001272,1
S02001332,S02001273,1
S02001332,S02001275,3
S02001332,S02001276,3
S02001332,S02001277,65
S02001332,S02001278,13
S02001332,S02001279,1
S02001332,S02001281,1
S02001332,S02001282,2
S02001332,S02001283,11
S02001332,S02001284,23
S02001332,S02001295,4
S02001332,S02001296,3
S02001332,S02001301,1
S02001332,S02001303,4
S02001332,S02001304,9
S02001332,S02001305,8
S02001332,S02001306,4
S02001332,S02001307,2
S02001332,S02001308,2
S02001332,S02001310,2
S02001332,S02001311,3
S02001332,S02001312,5
S02001332,S02001313,28
S02001332,S02001314,7
S02001332,S02001315,6
S02001332,S02001316,7
S02001332,S02001317,5
S02001332,S02001318,3
S02001332,S02001319,2
S02001332,S02001322,4
S02001332,S02001323,2
S02001332,S02001326,2
S02001332,S02001327,2
S02001332,S02001328,1
S02001332,S02001329,3
S02001332,S02001330,9
S02001332,S02001331,21
S02001332,S02001332,31
S02001332,S02001333,3
S02001332,S02001334,24
S02001332,S02001335,1
S02001332,S02001336,19
S02001332,S02001337,6
S02001332,S02001338,36
S02001332,S02001339,1
S02001332,S02001340,4
S02001332,S02001341,6
S02001332,S02001342,4
S02001332,S02001343,7
S02001332,S02001359,1
S02001332,S02001387,1
S02001332,S02001647,1
S02001332,S02002014,1
S02001332,S02002077,1
S02001332,S02002079,1
S02001332,S02002244,1
S02001332,S02002327,1
S02001332,Wales,1
S02001333,England,7
S02001333,OD0000001,148
S02001333,OD0000002,113
S02001333,OD0000003,173
S02001333,OD0000004,24
S02001333,S02001236,1
S02001333,S02001239,3
S02001333,S02001243,11
S02001333,S02001244,3
S02001333,S02001245,8
S02001333,S02001246,1
S02001333,S02001247,8
S02001333,S02001249,16
S02001333,S02001250,27
S02001333,S02001251,3
S02001333,S02001252,1
S02001333,S02001253,1
S02001333,S02001254,3
S02001333,S02001256,48
S02001333,S02001257,6
S02001333,S02001258,5
S02001333,S02001259,10
S02001333,S02001260,1
S02001333,S02001261,25
S02001333,S02001262,4
S02001333,S02001263,13
S02001333,S02001264,12
S02001333,S02001265,5
S02001333,S02001267,2
S02001333,S02001268,1
S02001333,S02001269,1
S02001333,S02001270,6
S02001333,S02001271,1
S02001333,S02001275,4
S02001333,S02001276,3
S02001333,S02001277,85
S02001333,S02001278,15
S02001333,S02001279,2
S02001333,S02001280,1
S02001333,S02001281,1
S02001333,S02001282,8
S02001333,S02001283,33
S02001333,S02001284,44
S02001333,S02001285,2
S02001333,S02001289,3
S02001333,S02001290,1
S02001333,S02001295,7
S02001333,S02001296,2
S02001333,S02001299,1
S02001333,S02001301,1
S02001333,S02001303,3
S02001333,S02001304,2
S02001333,S02001305,6
S02001333,S02001306,3
S02001333,S02001307,3
S02001333,S02001308,3
S02001333,S02001309,2
S02001333,S02001310,11
S02001333,S02001312,16
S02001333,S02001313,41
S02001333,S02001314,4
S02001333,S02001315,14
S02001333,S02001316,9
S02001333,S02001317,7
S02001333,S02001319,1
S02001333,S02001320,1
S02001333,S02001322,4
S02001333,S02001323,2
S02001333,S02001326,1
S02001333,S02001328,1
S02001333,S02001329,1
S02001333,S02001330,4
S02001333,S02001331,7
S02001333,S02001332,3
S02001333,S02001333,79
S02001333,S02001334,80
S02001333,S02001335,8
S02001333,S02001336,86
S02001333,S02001337,24
S02001333,S02001338,62
S02001333,S02001339,2
S02001333,S02001340,2
S02001333,S02001341,3
S02001333,S02001342,5
S02001333,S02001343,10
S02001333,S02001420,1
S02001333,S02001581,1
S02001333,S02001727,1
S02001333,S02002213,1
S02001333,S02002256,1
S02001333,S02002324,2
S02001333,S02002327,1
S02001334,England,4
S02001334,OD0000001,93
S02001334,OD0000002,104
S02001334,OD0000003,119
S02001334,OD0000004,16
S02001334,S02001239,2
S02001334,S02001243,6
S02001334,S02001245,1
S02001334,S02001247,2
S02001334,S02001249,8
S02001334,S02001250,13
S02001334,S02001251,4
S02001334,S02001253,1
S02001334,S02001256,27
S02001334,S02001257,6
S02001334,S02001258,1
S02001334,S02001259,6
S02001334,S02001260,5
S02001334,S02001261,7
S02001334,S02001262,1
S02001334,S02001263,2
S02001334,S02001264,3
S02001334,S02001269,1
S02001334,S02001276,2
S02001334,S02001277,49
S02001334,S02001278,9
S02001334,S02001279,1
S02001334,S02001281,2
S02001334,S02001282,1
S02001334,S02001283,12
S02001334,S02001284,19
S02001334,S02001295,4
S02001334,S02001296,2
S02001334,S02001297,1
S02001334,S02001298,2
S02001334,S02001303,2
S02001334,S02001304,3
S02001334,S02001308,1
S02001334,S02001309,1
S02001334,S02001310,5
S02001334,S02001312,6
S02001334,S02001313,20
S02001334,S02001314,6
S02001334,S02001315,3
S02001334,S02001316,1
S02001334,S02001326,1
S02001334,S02001327,2
S02001334,S02001329,1
S02001334,S02001330,6
S02001334,S02001331,8
S02001334,S02001332,3
S02001334,S02001333,29
S02001334,S02001334,231
S02001334,S02001335,16
S02001334,S02001336,195
S02001334,S02001337,51
S02001334,S02001338,114
S02001334,S02001339,1
S02001334,S02001340,3
S02001334,S02001341,9
S02001334,S02001342,7
S02001334,S02001343,12
S02001334,S02001357,1
S02001334,S02001451,1
S02001334,S02001504,1
S02001334,S02001762,1
S02001334,S02001779,1
S02001334,S02002043,1
S02001334,S02002079,1
S02001334,S02002250,1
S02001334,S02002327,2
S02001335,England,4
S02001335,OD0000001,52
S02001335,OD0000002,40
S02001335,OD0000003,71
S02001335,OD0000004,8
S02001335,S02001239,1
S02001335,S02001243,1
S02001335,S02001247,3
S02001335,S02001249,3
S02001335,S02001250,6
S02001335,S02001254,4
S02001335,S02001256,10
S02001335,S02001259,5
S02001335,S02001260,1
S02001335,S02001261,4
S02001335,S02001262,1
S02001335,S02001263,4
S02001335,S02001264,1
S02001335,S02001266,1
S02001335,S02001275,1
S02001335,S02001277,25
S02001335,S02001278,3
S02001335,S02001280,2
S02001335,S02001283,7
S02001335,S02001284,6
S02001335,S02001290,1
S02001335,S02001295,2
S02001335,S02001296,1
S02001335,S02001298,1
S02001335,S02001299,1
S02001335,S02001301,1
S02001335,S02001303,1
S02001335,S02001304,2
S02001335,S02001305,1
S02001335,S02001306,1
S02001335,S02001307,1
S02001335,S02001312,1
S02001335,S02001313,8
S02001335,S02001315,2
S02001335,S02001327,1
S02001335,S02001328,1
S02001335,S02001330,5
S02001335,S02001331,8
S02001335,S02001332,1
S02001335,S02001333,23
S02001335,S02001334,87
S02001335,S02001335,6
S02001335,S02001336,146
S02001335,S02001337,20
S02001335,S02001338,48
S02001335,S02001339,1
S02001335,S02001340,3
S02001335,S02001341,1
S02001335,S02001342,4
S02001335,S02001343,3
S02001335,S02001358,2
S02001335,S02001804,1
S02001336,England,6
S02001336,OD0000001,212
S02001336,OD0000002,101
S02001336,OD0000003,160
S02001336,OD0000004,13
S02001336,S02001239,2
S02001336,S02001243,4
S02001336,S02001245,2
S02001336,S02001246,3
S02001336,S02001247,3
S02001336,S02001249,4
S02001336,S02001250,18
S02001336,S02001254,5
S02001336,S02001256,17
S02001336,S02001257,6
S02001336,S02001259,8
S02001336,S02001260,3
S02001336,S02001261,9
S02001336,S02001262,1
S02001336,S02001263,4
S02001336,S02001264,4
S02001336,S02001265,1
S02001336,S02001266,2
S02001336,S02001269,3
S02001336,S02001273,1
S02001336,S02001275,1
S02001336,S02001276,1
S02001336,S02001277,37
S02001336,S02001278,8
S02001336,S02001280,1
S02001336,S02001282,2
S02001336,S02001283,12
S02001336,S02001284,19
S02001336,S02001285,2
S02001336,S02001287,1
S02001336,S02001290,2
S02001336,S02001294,1
S02001336,S02001295,2
S02001336,S02001296,2
S02001336,S02001297,2
S02001336,S02001299,1
S02001336,S02001303,5
S02001336,S02001304,1
S02001336,S02001305,2
S02001336,S02001306,1
S02001336,S02001310,5
S02001336,S02001312,3
S02001336,S02001313,22
S02001336,S02001314,2
S02001336,S02001315,1
S02001336,S02001316,1
S02001336,S02001317,2
S02001336,S02001318,1
S02001336,S02001319,1
S02001336,S02001322,2
S02001336,S02001323,1
S02001336,S02001328,1
S02001336,S02001329,3
S02001336,S02001330,27
S02001336,S02001331,14
S02001336,S02001332,3
S02001336,S02001333,62
S02001336,S02001334,224
S02001336,S02001335,16
S02001336,S02001336,373
S02001336,S02001337,62
S02001336,S02001338,100
S02001336,S02001339,2
S02001336,S02001340,2
S02001336,S02001341,7
S02001336,S02001342,4
S02001336,S02001343,53
S02001336,S02001357,1
S02001336,S02001618,1
S02001336,S02001703,1
S02001336,S02001714,1
S02001336,S02001748,1
S02001336,S02001934,1
S02001336,S02002014,1
S02001336,S02002033,1
S02001336,S02002482,1
S02001337,England,1
S02001337,OD0000001,78
S02001337,OD0000002,153
S02001337,OD0000003,128
S02001337,OD0000004,26
S02001337,S02001239,2
S02001337,S02001244,2
S02001337,S02001245,3
S02001337,S02001247,5
S02001337,S02001249,16
S02001337,S02001250,22
S02001337,S02001251,1
S02001337,S02001252,1
S02001337,S02001253,2
S02001337,S02001254,4
S02001337,S02001256,26
S02001337,S02001257,4
S02001337,S02001258,2
S02001337,S02001259,9
S02001337,S02001260,2
S02001337,S02001261,10
S02001337,S02001262,1
S02001337,S02001263,3
S02001337,S02001264,4
S02001337,S02001266,1
S02001337,S02001269,1
S02001337,S02001270,1
S02001337,S02001276,4
S02001337,S02001277,49
S02001337,S02001278,5
S02001337,S02001282,1
S02001337,S02001283,13
S02001337,S02001284,19
S02001337,S02001290,1
S02001337,S02001295,5
S02001337,S02001301,2
S02001337,S02001303,5
S02001337,S02001305,1
S02001337,S02001307,1
S02001337,S02001308,2
S02001337,S02001310,7
S02001337,S02001312,4
S02001337,S02001313,17
S02001337,S02001315,4
S02001337,S02001316,2
S02001337,S02001318,1
S02001337,S02001320,1
S02001337,S02001322,2
S02001337,S02001323,2
S02001337,S02001327,2
S02001337,S02001328,1
S02001337,S02001330,3
S02001337,S02001331,10
S02001337,S02001332,1
S02001337,S02001333,20
S02001337,S02001334,172
S02001337,S02001335,18
S02001337,S02001336,186
S02001337,S02001337,48
S02001337,S02001338,103
S02001337,S02001339,4
S02001337,S02001340,4
S02001337,S02001341,9
S02001337,S02001342,3
S02001337,S02001343,16
S02001337,S02001408,1
S02001337,S02001660,1
S02001337,S02002322,1
S02001337,S02002327,1
S02001338,England,4
S02001338,NI,1
S02001338,OD0000001,224
S02001338,OD0000002,176
S02001338,OD0000003,219
S02001338,OD0000004,17
S02001338,S02001237,1
S02001338,S02001239,2
S02001338,S02001243,10
S02001338,S02001245,5
S02001338,S02001247,5
S02001338,S02001248,1
S02001338,S02001249,15
S02001338,S02001250,11
S02001338,S02001251,1
S02001338,S02001252,1
S02001338,S02001254,6
S02001338,S02001256,29
S02001338,S02001258,1
S02001338,S02001259,12
S02001338,S02001261,8
S02001338,S02001263,1
S02001338,S02001264,5
S02001338,S02001265,1
S02001338,S02001266,1
S02001338,S02001268,1
S02001338,S02001269,2
S02001338,S02001270,3
S02001338,S02001275,3
S02001338,S02001276,1
S02001338,S02001277,60
S02001338,S02001278,14
S02001338,S02001279,1
S02001338,S02001282,1
S02001338,S02001283,12
S02001338,S02001284,17
S02001338,S02001286,1
S02001338,S02001287,1
S02001338,S02001289,1
S02001338,S02001290,2
S02001338,S02001291,1
S02001338,S02001295,10
S02001338,S02001296,1
S02001338,S02001297,2
S02001338,S02001298,2
S02001338,S02001299,1
S02001338,S02001300,1
S02001338,S02001303,5
S02001338,S02001304,4
S02001338,S02001305,5
S02001338,S02001306,4
S02001338,S02001308,2
S02001338,S02001310,11
S02001338,S02001311,3
S02001338,S02001312,5
S02001338,S02001313,21
S02001338,S02001315,10
S02001338,S02001316,7
S02001338,S02001317,2
S02001338,S02001319,1
S02001338,S02001321,1
S02001338,S02001322,1
S02001338,S02001323,2
S02001338,S02001325,1
S02001338,S02001326,1
S02001338,S02001327,1
S02001338,S02001329,3
S02001338,S02001330,14
S02001338,S02001331,26
S02001338,S02001332,7
S02001338,S02001333,15
S02001338,S02001334,180
S02001338,S02001335,10
S02001338,S02001336,147
S02001338,S02001337,51
S02001338,S02001338,199
S02001338,S02001339,6
S02001338,S02001340,25
S02001338,S02001341,15
S02001338,S02001342,13
S02001338,S02001343,48
S02001338,S02001385,1
S02001338,S02001387,2
S02001338,S02001647,1
S02001338,S02001738,1
S02001338,S02002074,1
S02001338,S02002075,1
S02001338,S02002091,1
S02001338,S02002092,1
S02001338,S02002248,1
S02001338,S02002322,1
S02001338,S02002327,1
S02001339,England,10
S02001339,OD0000001,176
S02001339,OD0000002,172
S02001339,OD0000003,189
S02001339,OD0000004,25
S02001339,S02001242,1
S02001339,S02001243,1
S02001339,S02001245,7
S02001339,S02001246,1
S02001339,S02001247,6
S02001339,S02001249,4
S02001339,S02001250,24
S02001339,S02001252,6
S02001339,S02001254,2
S02001339,S02001256,13
S02001339,S02001257,2
S02001339,S02001259,10
S02001339,S02001261,8
S02001339,S02001263,1
S02001339,S02001264,2
S02001339,S02001265,1
S02001339,S02001266,1
S02001339,S02001267,1
S02001339,S02001268,1
S02001339,S02001269,1
S02001339,S02001275,2
S02001339,S02001276,2
S02001339,S02001277,50
S02001339,S02001278,9
S02001339,S02001282,2
S02001339,S02001283,4
S02001339,S02001284,9
S02001339,S02001286,1
S02001339,S02001295,8
S02001339,S02001296,1
S02001339,S02001298,2
S02001339,S02001301,2
S02001339,S02001303,3
S02001339,S02001304,4
S02001339,S02001305,2
S02001339,S02001306,1
S02001339,S02001307,1
S02001339,S02001310,9
S02001339,S02001311,1
S02001339,S02001312,3
S02001339,S02001313,10
S02001339,S02001314,2
S02001339,S02001315,5
S02001339,S02001316,2
S02001339,S02001317,4
S02001339,S02001318,1
S02001339,S02001320,1
S02001339,S02001321,1
S02001339,S02001322,10
S02001339,S02001323,6
S02001339,S02001324,2
S02001339,S02001326,4
S02001339,S02001327,5
S02001339,S02001328,1
S02001339,S02001329,9
S02001339,S02001330,10
S02001339,S02001331,15
S02001339,S02001332,2
S02001339,S02001333,6
S02001339,S02001334,79
S02001339,S02001335,2
S02001339,S02001336,37
S02001339,S02001337,5
S02001339,S02001338,62
S02001339,S02001339,73
S02001339,S02001340,127
S02001339,S02001341,36
S02001339,S02001342,43
S02001339,S02001343,262
S02001339,S02001401,1
S02001339,S02001420,1
S02001339,S02001446,1
S02001339,S02001983,1
S02001339,S02001984,1
S02001339,S02001993,2
S02001339,S02002005,1
S02001339,S02002006,1
S02001339,S02002014,1
S02001339,S02002078,1
S02001339,S02002081,1
S02001339,S02002324,1
S02001339,S02002327,1
S02001340,England,5
S02001340,OD0000001,83
S02001340,OD0000002,202
S02001340,OD0000003,103
S02001340,OD0000004,26
S02001340,S02001239,2
S02001340,S02001243,1
S02001340,S02001245,4
S02001340,S02001247,5
S02001340,S02001249,15
S02001340,S02001250,16
S02001340,S02001251,3
S02001340,S02001252,1
S02001340,S02001256,23
S02001340,S02001257,1
S02001340,S02001259,7
S02001340,S02001261,5
S02001340,S02001263,1
S02001340,S02001264,4
S02001340,S02001269,1
S02001340,S02001275,1
S02001340,S02001276,2
S02001340,S02001277,47
S02001340,S02001278,4
S02001340,S02001282,2
S02001340,S02001283,9
S02001340,S02001284,5
S02001340,S02001292,1
S02001340,S02001295,3
S02001340,S02001296,1
S02001340,S02001299,1
S02001340,S02001300,1
S02001340,S02001301,1
S02001340,S02001302,1
S02001340,S02001303,1
S02001340,S02001304,5
S02001340,S02001306,1
S02001340,S02001307,1
S02001340,S02001310,3
S02001340,S02001312,3
S02001340,S02001313,7
S02001340,S02001314,3
S02001340,S02001315,1
S02001340,S02001316,2
S02001340,S02001318,4
S02001340,S02001319,1
S02001340,S02001320,1
S02001340,S02001322,1
S02001340,S02001323,3
S02001340,S02001324,1
S02001340,S02001325,1
S02001340,S02001326,2
S02001340,S02001327,3
S02001340,S02001329,4
S02001340,S02001330,7
S02001340,S02001332,2
S02001340,S02001333,2
S02001340,S02001334,48
S02001340,S02001335,2
S02001340,S02001336,18
S02001340,S02001337,6
S02001340,S02001338,34
S02001340,S02001339,8
S02001340,S02001340,111
S02001340,S02001341,33
S02001340,S02001342,51
S02001340,S02001343,217
S02001340,S02001353,1
S02001340,S02001357,1
S02001340,S02001780,1
S02001340,S02001988,1
S02001340,S02002078,1
S02001340,S02002081,1
S02001340,S02002327,1
S02001341,England,1
S02001341,OD0000001,55
S02001341,OD0000002,53
S02001341,OD0000003,59
S02001341,OD0000004,5
S02001341,S02001247,2
S02001341,S02001249,1
S02001341,S02001250,6
S02001341,S02001256,5
S02001341,S02001257,1
S02001341,S02001259,3
S02001341,S02001260,1
S02001341,S02001261,3
S02001341,S02001263,3
S02001341,S02001276,1
S02001341,S02001277,21
S02001341,S02001278,3
S02001341,S02001283,6
S02001341,S02001284,3
S02001341,S02001289,2
S02001341,S02001295,1
S02001341,S02001296,1
S02001341,S02001303,2
S02001341,S02001304,2
S02001341,S02001305,1
S02001341,S02001306,3
S02001341,S02001308,1
S02001341,S02001312,2
S02001341,S02001313,4
S02001341,S02001315,2
S02001341,S02001316,1
S02001341,S02001317,1
S02001341,S02001318,1
S02001341,S02001321,2
S02001341,S02001322,1
S02001341,S02001323,1
S02001341,S02001324,3
S02001341,S02001325,1
S02001341,S02001326,1
S02001341,S02001327,1
S02001341,S02001330,5
S02001341,S02001331,1
S02001341,S02001332,1
S02001341,S02001333,4
S02001341,S02001334,26
S02001341,S02001336,11
S02001341,S02001337,4
S02001341,S02001338,35
S02001341,S02001339,10
S02001341,S02001340,79
S02001341,S02001341,17
S02001341,S02001342,25
S02001341,S02001343,182
S02001341,S02001352,1
S02001341,S02001384,1
S02001341,S02002327,1
S02001342,England,3
S02001342,OD0000001,62
S02001342,OD0000002,93
S02001342,OD0000003,71
S02001342,OD0000004,5
S02001342,S02001239,2
S02001342,S02001243,2
S02001342,S02001244,1
S02001342,S02001245,2
S02001342,S02001249,4
S02001342,S02001250,4
S02001342,S02001251,1
S02001342,S02001256,15
